,c1,c2,c3,c4,c5
4166,33,57,4,17.0,18.0
4167,51,11,49,4.0,72.0
4168,10,64,62,70.0,58.0
4169,5,73,42,29.0,53.0
4170,2,5,3,55.0,49.0
4171,54,16,53,21.0,14.0
4172,72,37,50,45.0,38.0
4173,70,25,33,64.0,65.0
4174,55,24,35,14.0,70.0
4175,62,9,13,70.0,45.0
4176,68,42,3,57.0,21.0
4177,3,13,27,41.0,33.0
4178,57,70,14,72.0,37.0
4179,33,11,71,70.0,14.0
4180,4,21,42,33.0,69.0
4181,49,31,14,70.0,5.0
4182,13,3,61,70.0,34.0
4183,8,33,9,52.0,51.0
4184,49,43,71,57.0,27.0
4185,27,42,72,70.0,25.0
4186,26,21,49,2.0,8.0
4187,70,47,3,64.0,33.0
4188,30,26,53,62.0,45.0
4189,55,4,45,40.0,27.0
4190,33,1,32,35.0,17.0
4191,13,4,71,14.0,21.0
4192,3,45,13,53.0,70.0
4193,24,46,8,66.0,60.0
4194,21,31,53,66.0,37.0
4195,52,3,45,35.0,71.0
4196,48,33,5,70.0,55.0
4197,21,33,38,40.0,60.0
4198,57,35,37,33.0,60.0
4199,9,44,33,63.0,62.0
4200,37,69,51,33.0,57.0
4201,58,62,39,21.0,18.0
4202,68,66,48,19.0,69.0
4203,55,7,18,16.0,48.0
4204,48,43,1,2.0,51.0
4205,48,58,17,4.0,62.0
4206,23,58,51,60.0,2.0
4207,1,30,33,11.0,2.0
4208,36,41,26,37.0,61.0
4209,51,10,37,3.0,61.0
4210,29,7,64,35.0,70.0
4211,26,2,35,53.0,71.0
4212,5,7,33,20.0,61.0
4213,42,38,17,45.0,62.0
4214,48,17,33,38.0,21.0
4215,64,55,28,48.0,67.0
4216,51,39,56,49.0,54.0
4217,57,5,34,13.0,1.0
4218,4,72,57,68.0,69.0
4219,29,21,26,70.0,42.0
4220,9,20,48,31.0,32.0
4221,66,44,8,1.0,61.0
4222,58,55,45,62.0,3.0
4223,68,13,3,21.0,60.0
4224,17,5,36,8.0,58.0
4225,33,34,25,3.0,21.0
4226,49,28,21,62.0,17.0
4227,54,49,2,20.0,6.0
4228,66,60,21,42.0,57.0
4229,26,49,9,39.0,62.0
4230,1,57,5,53.0,3.0
4231,8,17,34,32.0,24.0
4232,21,9,57,17.0,44.0
4233,18,31,53,15.0,8.0
4234,58,53,3,20.0,62.0
4235,12,5,53,62.0,51.0
4236,2,26,33,21.0,57.0
4237,18,51,17,13.0,35.0
4238,12,63,2,14.0,13.0
4239,68,57,26,45.0,13.0
4240,21,42,2,72.0,38.0
4241,7,32,31,8.0,34.0
4242,8,18,61,62.0,11.0
4243,48,41,2,47.0,58.0
4244,5,1,45,53.0,21.0
4245,70,2,28,26.0,11.0
4246,72,26,57,13.0,20.0
4247,44,36,72,23.0,1.0
4248,72,3,31,14.0,49.0
4249,44,8,30,66.0,33.0
4250,62,28,34,12.0,5.0
4251,25,34,38,13.0,14.0
4252,18,41,73,3.0,61.0
4253,42,5,57,45.0,69.0
4254,57,49,13,28.0,4.0
4255,43,59,11,64.0,2.0
4256,67,70,33,21.0,68.0
4257,7,20,9,66.0,17.0
4258,5,65,57,33.0,3.0
4259,5,70,3,46.0,18.0
4260,13,3,5,14.0,17.0
4261,5,9,47,4.0,1.0
4262,27,31,35,60.0,57.0
4263,51,39,28,46.0,41.0
4264,18,26,20,57.0,46.0
4265,43,61,50,45.0,1.0
4266,7,43,53,72.0,25.0
4267,7,57,60,69.0,36.0
4268,17,15,70,24.0,61.0
4269,38,60,68,70.0,22.0
4270,41,4,14,18.0,3.0
4271,72,70,6,27.0,65.0
4272,29,6,5,3.0,65.0
4273,67,14,66,35.0,72.0
4274,7,51,6,70.0,13.0
4275,55,59,49,29.0,44.0
4276,53,57,47,62.0,28.0
4277,1,33,5,68.0,47.0
4278,42,21,5,34.0,26.0
4279,2,48,3,5.0,61.0
4280,21,20,12,33.0,69.0
4281,49,35,13,3.0,65.0
4282,17,35,70,51.0,2.0
4283,58,11,54,67.0,37.0
4284,33,68,3,62.0,38.0
4285,28,17,33,70.0,66.0
4286,4,5,37,53.0,31.0
4287,6,11,73,42.0,2.0
4288,49,33,42,55.0,57.0
4289,22,5,45,13.0,34.0
4290,42,8,2,63.0,52.0
4291,6,17,58,2.0,51.0
4292,7,28,61,23.0,43.0
4293,1,38,5,19.0,11.0
4294,8,33,21,46.0,20.0
4295,68,49,52,21.0,63.0
4296,66,44,4,60.0,49.0
4297,44,38,9,51.0,52.0
4298,7,57,41,52.0,68.0
4299,70,62,68,17.0,18.0
4300,41,1,62,49.0,45.0
4301,51,24,32,44.0,17.0
4302,72,60,26,32.0,20.0
4303,21,9,70,49.0,0.0
4304,33,66,48,34.0,26.0
4305,63,69,56,43.0,5.0
4306,49,18,63,11.0,48.0
4307,34,5,17,70.0,46.0
4308,36,62,12,46.0,64.0
4309,62,66,34,17.0,53.0
4310,45,36,11,8.0,53.0
4311,49,5,48,4.0,18.0
4312,7,51,45,25.0,1.0
4313,13,55,14,62.0,58.0
4314,29,33,35,52.0,11.0
4315,33,62,17,61.0,70.0
4316,50,31,71,33.0,37.0
4317,33,66,44,36.0,22.0
4318,28,21,13,45.0,2.0
4319,38,40,33,21.0,68.0
4320,68,64,60,71.0,62.0
4321,51,62,17,58.0,33.0
4322,69,66,35,47.0,45.0
4323,9,60,28,42.0,5.0
4324,52,33,46,13.0,62.0
4325,18,3,28,70.0,55.0
4326,57,14,68,1.0,20.0
4327,61,16,60,57.0,27.0
4328,17,57,33,35.0,45.0
4329,3,13,7,67.0,61.0
4330,63,49,6,32.0,42.0
4331,63,44,33,8.0,28.0
4332,35,48,5,1.0,68.0
4333,60,21,62,7.0,42.0
4334,57,48,70,42.0,33.0
4335,71,53,46,17.0,63.0
4336,15,18,51,7.0,33.0
4337,30,4,31,68.0,1.0
4338,9,5,8,67.0,58.0
4339,64,35,13,31.0,45.0
4340,26,48,40,66.0,69.0
4341,46,7,13,26.0,51.0
4342,38,24,17,6.0,60.0
4343,52,20,6,14.0,45.0
4344,62,70,3,46.0,18.0
4345,16,28,52,15.0,40.0
4346,27,57,68,60.0,43.0
4347,68,41,52,43.0,34.0
4348,25,56,44,70.0,28.0
4349,38,56,5,55.0,17.0
4350,48,57,8,60.0,53.0
4351,58,17,38,66.0,47.0
4352,2,17,30,35.0,33.0
4353,60,18,37,51.0,8.0
4354,41,9,2,68.0,70.0
4355,17,42,41,2.0,70.0
4356,57,5,33,24.0,70.0
4357,42,59,33,57.0,4.0
4358,48,33,8,24.0,60.0
4359,10,7,42,70.0,27.0
4360,70,55,2,60.0,48.0
4361,9,26,16,2.0,57.0
4362,56,16,57,14.0,17.0
4363,31,41,1,70.0,46.0
4364,4,36,68,45.0,50.0
4365,64,33,59,30.0,70.0
4366,7,39,8,49.0,26.0
4367,24,10,2,1.0,62.0
4368,7,1,24,13.0,19.0
4369,18,31,6,1.0,13.0
4370,1,70,25,45.0,68.0
4371,62,4,21,9.0,60.0
4372,8,17,24,61.0,63.0
4373,29,18,55,41.0,21.0
4374,26,15,30,70.0,64.0
4375,16,36,51,65.0,44.0
4376,8,22,58,42.0,70.0
4377,25,58,33,72.0,63.0
4378,17,39,5,18.0,33.0
4379,6,5,24,8.0,45.0
4380,15,6,53,62.0,24.0
4381,6,44,13,55.0,34.0
4382,17,15,16,34.0,24.0
4383,63,73,59,9.0,12.0
4384,73,14,5,64.0,46.0
4385,51,73,14,70.0,26.0
4386,18,41,68,60.0,16.0
4387,19,57,2,60.0,40.0
4388,68,72,66,14.0,67.0
4389,33,6,51,18.0,8.0
4390,63,13,18,23.0,24.0
4391,1,13,39,18.0,3.0
4392,33,57,4,17.0,18.0
4393,51,11,49,4.0,72.0
4394,10,64,62,70.0,58.0
4395,5,73,42,29.0,53.0
4396,2,5,3,55.0,49.0
4397,54,16,53,21.0,14.0
4398,72,37,50,45.0,38.0
4399,70,25,33,64.0,65.0
4400,55,24,35,14.0,70.0
4401,62,9,13,70.0,45.0
4402,68,42,3,57.0,21.0
4403,3,13,27,41.0,33.0
4404,57,70,14,72.0,37.0
4405,33,11,71,70.0,14.0
4406,4,21,42,33.0,69.0
4407,49,31,14,70.0,5.0
4408,13,3,61,70.0,34.0
4409,8,33,9,52.0,51.0
4410,49,43,71,57.0,27.0
4411,27,42,72,70.0,25.0
4412,26,21,49,2.0,8.0
4413,70,47,3,64.0,33.0
4414,30,26,53,62.0,45.0
4415,55,4,45,40.0,27.0
4416,33,1,32,35.0,17.0
4417,13,4,71,14.0,21.0
4418,3,45,13,53.0,70.0
4419,24,46,8,66.0,60.0
4420,21,31,53,66.0,37.0
4421,52,3,45,35.0,71.0
4422,48,33,5,70.0,55.0
4423,21,33,38,40.0,60.0
4424,57,35,37,33.0,60.0
4425,9,44,33,63.0,62.0
4426,37,69,51,33.0,57.0
4427,58,62,39,21.0,18.0
4428,68,66,48,19.0,69.0
4429,55,7,18,16.0,48.0
4430,48,43,1,2.0,51.0
4431,48,58,17,4.0,62.0
4432,23,58,51,60.0,2.0
4433,1,30,33,11.0,2.0
4434,36,41,26,37.0,61.0
4435,51,10,37,3.0,61.0
4436,29,7,64,35.0,70.0
4437,26,2,35,53.0,71.0
4438,5,7,33,20.0,61.0
4439,42,38,17,45.0,62.0
4440,48,17,33,38.0,21.0
4441,64,55,28,48.0,67.0
4442,51,39,56,49.0,54.0
4443,57,5,34,13.0,1.0
4444,4,72,57,68.0,69.0
4445,29,21,26,70.0,42.0
4446,9,20,48,31.0,32.0
4447,66,44,8,1.0,61.0
4448,58,55,45,62.0,3.0
4449,68,13,3,21.0,60.0
4450,17,5,36,8.0,58.0
4451,33,34,25,3.0,21.0
4452,49,28,21,62.0,17.0
4453,54,49,2,20.0,6.0
4454,66,60,21,42.0,57.0
4455,26,49,9,39.0,62.0
4456,1,57,5,53.0,3.0
4457,8,17,34,32.0,24.0
4458,21,9,57,17.0,44.0
4459,18,31,53,15.0,8.0
4460,58,53,3,20.0,62.0
4461,12,5,53,62.0,51.0
4462,2,26,33,21.0,57.0
4463,18,51,17,13.0,35.0
4464,12,63,2,14.0,13.0
4465,68,57,26,45.0,13.0
4466,21,42,2,72.0,38.0
4467,7,32,31,8.0,34.0
4468,8,18,61,62.0,11.0
4469,48,41,2,47.0,58.0
4470,5,1,45,53.0,21.0
4471,70,2,28,26.0,11.0
4472,72,26,57,13.0,20.0
4473,44,36,72,23.0,1.0
4474,72,3,31,14.0,49.0
4475,44,8,30,66.0,33.0
4476,62,28,34,12.0,5.0
4477,25,34,38,13.0,14.0
4478,18,41,73,3.0,61.0
4479,42,5,57,45.0,69.0
4480,57,49,13,28.0,4.0
4481,43,59,11,64.0,2.0
4482,67,70,33,21.0,68.0
4483,7,20,9,66.0,17.0
4484,5,65,57,33.0,3.0
4485,5,70,3,46.0,18.0
4486,13,3,5,14.0,17.0
4487,5,9,47,4.0,1.0
4488,27,31,35,60.0,57.0
4489,51,39,28,46.0,41.0
4490,18,26,20,57.0,46.0
4491,43,61,50,45.0,1.0
4492,7,43,53,72.0,25.0
4493,7,57,60,69.0,36.0
4494,17,15,70,24.0,61.0
4495,38,60,68,70.0,22.0
4496,41,4,14,18.0,3.0
4497,72,70,6,27.0,65.0
4498,29,6,5,3.0,65.0
4499,67,14,66,35.0,72.0
4500,7,51,6,70.0,13.0
4501,55,59,49,29.0,44.0
4502,53,57,47,62.0,28.0
4503,1,33,5,68.0,47.0
4504,42,21,5,34.0,26.0
4505,2,48,3,5.0,61.0
4506,21,20,12,33.0,69.0
4507,49,35,13,3.0,65.0
4508,17,35,70,51.0,2.0
4509,58,11,54,67.0,37.0
4510,33,68,3,62.0,38.0
4511,28,17,33,70.0,66.0
4512,4,5,37,53.0,31.0
4513,6,11,73,42.0,2.0
4514,49,33,42,55.0,57.0
4515,22,5,45,13.0,34.0
4516,42,8,2,63.0,52.0
4517,6,17,58,2.0,51.0
4518,7,28,61,23.0,43.0
4519,1,38,5,19.0,11.0
4520,8,33,21,46.0,20.0
4521,68,49,52,21.0,63.0
4522,66,44,4,60.0,49.0
4523,44,38,9,51.0,52.0
4524,7,57,41,52.0,68.0
4525,70,62,68,17.0,18.0
4526,41,1,62,49.0,45.0
4527,51,24,32,44.0,17.0
4528,72,60,26,32.0,20.0
4529,21,9,70,49.0,0.0
4530,33,66,48,34.0,26.0
4531,63,69,56,43.0,5.0
4532,49,18,63,11.0,48.0
4533,34,5,17,70.0,46.0
4534,36,62,12,46.0,64.0
4535,62,66,34,17.0,53.0
4536,45,36,11,8.0,53.0
4537,49,5,48,4.0,18.0
4538,7,51,45,25.0,1.0
4539,13,55,14,62.0,58.0
4540,29,33,35,52.0,11.0
4541,33,62,17,61.0,70.0
4542,50,31,71,33.0,37.0
4543,33,66,44,36.0,22.0
4544,28,21,13,45.0,2.0
4545,38,40,33,21.0,68.0
4546,68,64,60,71.0,62.0
4547,51,62,17,58.0,33.0
4548,69,66,35,47.0,45.0
4549,9,60,28,42.0,5.0
4550,52,33,46,13.0,62.0
4551,18,3,28,70.0,55.0
4552,57,14,68,1.0,20.0
4553,61,16,60,57.0,27.0
4554,17,57,33,35.0,45.0
4555,3,13,7,67.0,61.0
4556,63,49,6,32.0,42.0
4557,63,44,33,8.0,28.0
4558,35,48,5,1.0,68.0
4559,60,21,62,7.0,42.0
4560,57,48,70,42.0,33.0
4561,71,53,46,17.0,63.0
4562,15,18,51,7.0,33.0
4563,30,4,31,68.0,1.0
4564,9,5,8,67.0,58.0
4565,64,35,13,31.0,45.0
4566,26,48,40,66.0,69.0
4567,46,7,13,26.0,51.0
4568,38,24,17,6.0,60.0
4569,52,20,6,14.0,45.0
4570,62,70,3,46.0,18.0
4571,16,28,52,15.0,40.0
4572,27,57,68,60.0,43.0
4573,68,41,52,43.0,34.0
4574,25,56,44,70.0,28.0
4575,38,56,5,55.0,17.0
4576,48,57,8,60.0,53.0
4577,58,17,38,66.0,47.0
4578,2,17,30,35.0,33.0
4579,60,18,37,51.0,8.0
4580,41,9,2,68.0,70.0
4581,17,42,41,2.0,70.0
4582,57,5,33,24.0,70.0
4583,42,59,33,57.0,4.0
4584,48,33,8,24.0,60.0
4585,10,7,42,70.0,27.0
4586,70,55,2,60.0,48.0
4587,9,26,16,2.0,57.0
4588,56,16,57,14.0,17.0
4589,31,41,1,70.0,46.0
4590,4,36,68,45.0,50.0
4591,64,33,59,30.0,70.0
4592,7,39,8,49.0,26.0
4593,24,10,2,1.0,62.0
4594,7,1,24,13.0,19.0
4595,18,31,6,1.0,13.0
4596,1,70,25,45.0,68.0
4597,62,4,21,9.0,60.0
4598,8,17,24,61.0,63.0
4599,29,18,55,41.0,21.0
4600,26,15,30,70.0,64.0
4601,16,36,51,65.0,44.0
4602,8,22,58,42.0,70.0
4603,25,58,33,72.0,63.0
4604,17,39,5,18.0,33.0
4605,6,5,24,8.0,45.0
4606,15,6,53,62.0,24.0
4607,6,44,13,55.0,34.0
4608,17,15,16,34.0,24.0
4609,63,73,59,9.0,12.0
4610,73,14,5,64.0,46.0
4611,51,73,14,70.0,26.0
4612,18,41,68,60.0,16.0
4613,19,57,2,60.0,40.0
4614,68,72,66,14.0,67.0
4615,33,6,51,18.0,8.0
4616,63,13,18,23.0,24.0
4617,1,13,39,18.0,3.0
4618,33,57,4,17.0,18.0
4619,51,11,49,4.0,72.0
4620,10,64,62,70.0,58.0
4621,5,73,42,29.0,53.0
4622,2,5,3,55.0,49.0
4623,54,16,53,21.0,14.0
4624,72,37,50,45.0,38.0
4625,70,25,33,64.0,65.0
4626,55,24,35,14.0,70.0
4627,62,9,13,70.0,45.0
4628,68,42,3,57.0,21.0
4629,3,13,27,41.0,33.0
4630,57,70,14,72.0,37.0
4631,33,11,71,70.0,14.0
4632,4,21,42,33.0,69.0
4633,49,31,14,70.0,5.0
4634,13,3,61,70.0,34.0
4635,8,33,9,52.0,51.0
4636,49,43,71,57.0,27.0
4637,27,42,72,70.0,25.0
4638,26,21,49,2.0,8.0
4639,70,47,3,64.0,33.0
4640,30,26,53,62.0,45.0
4641,55,4,45,40.0,27.0
4642,33,1,32,35.0,17.0
4643,13,4,71,14.0,21.0
4644,3,45,13,53.0,70.0
4645,24,46,8,66.0,60.0
4646,21,31,53,66.0,37.0
4647,52,3,45,35.0,71.0
4648,48,33,5,70.0,55.0
4649,21,33,38,40.0,60.0
4650,57,35,37,33.0,60.0
4651,9,44,33,63.0,62.0
4652,37,69,51,33.0,57.0
4653,58,62,39,21.0,18.0
4654,68,66,48,19.0,69.0
4655,55,7,18,16.0,48.0
4656,48,43,1,2.0,51.0
4657,48,58,17,4.0,62.0
4658,23,58,51,60.0,2.0
4659,1,30,33,11.0,2.0
4660,36,41,26,37.0,61.0
4661,51,10,37,3.0,61.0
4662,29,7,64,35.0,70.0
4663,26,2,35,53.0,71.0
4664,5,7,33,20.0,61.0
4665,42,38,17,45.0,62.0
4666,48,17,33,38.0,21.0
4667,64,55,28,48.0,67.0
4668,51,39,56,49.0,54.0
4669,57,5,34,13.0,1.0
4670,4,72,57,68.0,69.0
4671,29,21,26,70.0,42.0
4672,9,20,48,31.0,32.0
4673,66,44,8,1.0,61.0
4674,58,55,45,62.0,3.0
4675,68,13,3,21.0,60.0
4676,17,5,36,8.0,58.0
4677,33,34,25,3.0,21.0
4678,49,28,21,62.0,17.0
4679,54,49,2,20.0,6.0
4680,66,60,21,42.0,57.0
4681,26,49,9,39.0,62.0
4682,1,57,5,53.0,3.0
4683,8,17,34,32.0,24.0
4684,21,9,57,17.0,44.0
4685,18,31,53,15.0,8.0
4686,58,53,3,20.0,62.0
4687,12,5,53,62.0,51.0
4688,2,26,33,21.0,57.0
4689,18,51,17,13.0,35.0
4690,12,63,2,14.0,13.0
4691,68,57,26,45.0,13.0
4692,21,42,2,72.0,38.0
4693,7,32,31,8.0,34.0
4694,8,18,61,62.0,11.0
4695,48,41,2,47.0,58.0
4696,5,1,45,53.0,21.0
4697,70,2,28,26.0,11.0
4698,72,26,57,13.0,20.0
4699,44,36,72,23.0,1.0
4700,72,3,31,14.0,49.0
4701,44,8,30,66.0,33.0
4702,62,28,34,12.0,5.0
4703,25,34,38,13.0,14.0
4704,18,41,73,3.0,61.0
4705,42,5,57,45.0,69.0
4706,57,49,13,28.0,4.0
4707,43,59,11,64.0,2.0
4708,67,70,33,21.0,68.0
4709,7,20,9,66.0,17.0
4710,5,65,57,33.0,3.0
4711,5,70,3,46.0,18.0
4712,13,3,5,14.0,17.0
4713,5,9,47,4.0,1.0
4714,27,31,35,60.0,57.0
4715,51,39,28,46.0,41.0
4716,18,26,20,57.0,46.0
4717,43,61,50,45.0,1.0
4718,7,43,53,72.0,25.0
4719,7,57,60,69.0,36.0
4720,17,15,70,24.0,61.0
4721,38,60,68,70.0,22.0
4722,41,4,14,18.0,3.0
4723,72,70,6,27.0,65.0
4724,29,6,5,3.0,65.0
4725,67,14,66,35.0,72.0
4726,7,51,6,70.0,13.0
4727,55,59,49,29.0,44.0
4728,53,57,47,62.0,28.0
4729,1,33,5,68.0,47.0
4730,42,21,5,34.0,26.0
4731,2,48,3,5.0,61.0
4732,21,20,12,33.0,69.0
4733,49,35,13,3.0,65.0
4734,17,35,70,51.0,2.0
4735,58,11,54,67.0,37.0
4736,33,68,3,62.0,38.0
4737,28,17,33,70.0,66.0
4738,4,5,37,53.0,31.0
4739,6,11,73,42.0,2.0
4740,49,33,42,55.0,57.0
4741,22,5,45,13.0,34.0
4742,42,8,2,63.0,52.0
4743,6,17,58,2.0,51.0
4744,7,28,61,23.0,43.0
4745,1,38,5,19.0,11.0
4746,8,33,21,46.0,20.0
4747,68,49,52,21.0,63.0
4748,66,44,4,60.0,49.0
4749,44,38,9,51.0,52.0
4750,7,57,41,52.0,68.0
4751,70,62,68,17.0,18.0
4752,41,1,62,49.0,45.0
4753,51,24,32,44.0,17.0
4754,72,60,26,32.0,20.0
4755,21,9,70,49.0,0.0
4756,33,66,48,34.0,26.0
4757,63,69,56,43.0,5.0
4758,49,18,63,11.0,48.0
4759,34,5,17,70.0,46.0
4760,36,62,12,46.0,64.0
4761,62,66,34,17.0,53.0
